Ontario	ontario	Ontario
gives	give	give
cities	citi	city
$156 million	$156 million	$156 million
from	from	from
gas	gas	gas
tax	tax	tax
this	this	this
year	year	year
for	for	for
&lt	&lt	&lt
;	;	;
b&gt	b&gt	b&gt
;..	;..	;..
.	.	.
&lt	&lt	&lt
;	;	;
/b&gt	/b&gt	/b&gt
;.	;.	;.

MISSISSAUGA,	mississauga,	MISSISSAUGA,
Ont.	ont.	Ont.

(CP)	(cp)	(CP)
-	-	-
More	more	More
than	than	than
100 	100 	100 
Ontario	ontario	Ontario
towns	town	town
and	and	and
cities	citi	city
will	will	will
share	share	share
in	in	in
$156 million	$156 million	$156 million
in	in	in
revenue	revenu	revenue
from	from	from
the	the	the
provincial	provinci	provincial
gasoline	gasolin	gasoline
tax	tax	tax
this	this	this
year,	year,	year,
Premier	premier	Premier
Dalton	dalton	Dalton
McGuinty	mcguinti	McGuinty
confirmed	confirm	confirmed
Friday	friday	Friday
.	.	.

